sateid,date,pro,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8
C04,2020-06-20-08-35-00,38652027.92,2,0,2,7,9,2,2,6
C05,2020-06-20-08-35-00,39567463.98,7,4,6,3,9,7,7,5
C06,2020-06-20-08-35-00,38518164.83,8,1,6,4,8,2,8,6
C07,2020-06-20-08-35-00,38983659.6,3,6,5,9,6,0,2,6
C08,2020-06-20-08-35-00,36890515.88,0,5,1,5,8,7,5,7
C10,2020-06-20-08-35-00,37956330.23,6,3,3,0,2,3,4,6
C11,2020-06-20-08-35-00,23332328.1,2,3,2,8,1,0,2,7
C13,2020-06-20-08-35-00,36977145.56,7,1,4,5,5,5,5,7
C14,2020-06-20-08-35-00,21607956.56,7,9,5,6,5,6,3,8
C16,2020-06-20-08-35-00,39239699.61,9,6,9,9,6,0,9,6
